,session_id
292,20100208262652480
293,20100208335075936
294,20100208341524588
295,20100208365572610
296,20100208395963856
297,20100208471163470
298,20100209032553930
299,20100209033283424
300,20100209041595510
301,20100209051079012
302,20100209083651980
303,20100209115952748
304,20100209120881110
305,20100209171863964
306,20100209173592804
307,20100209191684264
308,20100209215746300
309,20100209285688990
310,20100209301282730
311,20100209303717350
312,20100209371791908
313,20100209432685076
314,20100209442654932
315,20100209454584624
316,20100209470651750
317,20100209481686544
318,20100209514133092
319,20100209553527736
320,20100210035915200
321,20100210060040160
322,20100210135106010
323,20100210260014656
324,20100210281763228
325,20100210283094150
326,20100210293027040
327,20100210293197136
328,20100210305363424
329,20100210373075410
330,20100210413792560
331,20100210445216532
332,20100210452324736
333,20100210481702436
334,20100210533671330
335,20100210562283870
336,20100210564048012
337,20100210585549524
338,20100211020622960
339,20100211060690730
340,20100211085118416
341,20100211150689012
342,20100211173326344
343,20100211200898944
344,20100211210852856
345,20100211241645776
346,20100211245716244
347,20100211281630376
348,20100211371475936
349,20100211421173170
350,20100211430371096
351,20100211531378948
352,20100211570205056
353,20100211571406396
354,20100211574783960
355,20100211582805144
356,20100212050800576
357,20100212061985120
358,20100212095239016
359,20100212133008130
360,20100212140922700
361,20100212211957756
362,20100212240022480
363,20100212242030410
364,20100212260501024
365,20100212283736120
366,20100212300638140
367,20100212405834360
368,20100212422797730
369,20100212462094680
370,20100212500418476
371,20100212532459250
372,20100212541324824
373,20100213063754024
374,20100213091065176
375,20100213101233660
376,20100213111734610
377,20100213143880790
378,20100213154500424
379,20100213175090564
380,20100213181404636
381,20100213241305544
382,20100213243283010
383,20100213252264596
384,20100213263066652
385,20100213274187580
386,20100213295001100
387,20100213300913772
388,20100213324205440
389,20100213325045104
390,20100213362527460
391,20100213375286176
392,20100213380302576
393,20100213382907436
394,20100213383485820
395,20100213404046830
396,20100213432109132
397,20100213502927176
398,20100213575000670
399,20100214014284804
400,20100214045520348
401,20100214072239340
402,20100214111707070
403,20100214113878890
404,20100214155551184
405,20100214194685024
406,20100214203105550
407,20100214210949920
408,20100214232829464
409,20100214275616070
410,20100214281723092
411,20100214292677810
412,20100214313600370
413,20100214390089932
414,20100214402165500
415,20100214455154788
416,20100214582384120
417,20100215033208692
418,20100215281251564
419,20100215283932510
420,20100215305373924
421,20100215321524424
422,20100215393480970
423,20100215410296856
424,20100215431996840
425,20100215495298904
426,20100215513290430
427,20100215514363996
428,20100216003610868
429,20100216033884020
430,20100216063348280
431,20100216144092944
432,20100216311459110
433,20100216323445964
434,20100216352217850
435,20100216352368660
436,20100216352581310
437,20100216501616096
438,20100216532259820
439,20100216555719172
440,20100217053697708
441,20100217114329816
442,20100217363309880
443,20100217505765570
444,20100217570632264
445,20100218272025190
446,20100219143371764
447,20100220033012664
448,20100220160196090
449,20100220482525630
450,20100220575696256
451,20100221154871710
452,20100221443309620
453,20100305412835750
454,20100306151955890
455,20100307115476970
456,20100307160395410
457,20100307220961724
458,20100307271312670
459,20100307320242960
460,20100307371130370
461,20100307415769344
462,20100307482249544
463,20100308065207016
464,20100308090223200
465,20100308125456576
466,20100308180527310
467,20100308255503228
468,20100308334567824
469,20100308335578530
470,20100308372642200
471,20100308381327090
472,20100308384707580
473,20100308390755890
474,20100308393456124
475,20100308415294944
476,20100308470850360
477,20100308482129564
478,20100308493009464
479,20100308531727490
480,20100309031978676
481,20100309060500630
482,20100309073611370
483,20100309090695490
484,20100309130510890
485,20100309191902580
486,20100309201302704
487,20100309230035424
488,20100309293553010
489,20100309311258884
490,20100309331643590
491,20100309363167068
492,20100309375207300
493,20100309435520190
494,20100309443017140
495,20100309455864270
496,20100309472394612
497,20100309473394550
498,20100309494037300
499,20100310052382190
500,20100310075709520
501,20100310102121344
502,20100310171691760
503,20100310324044360
504,20100310363206396
505,20100310394856656
506,20100310443498028
507,20100310503514624
508,20100310512923970
509,20100311022013350
510,20100311032711670
511,20100311033655210
512,20100311055025132
513,20100311135231296
514,20100311160764630
515,20100311163485280
516,20100311224131456
517,20100311270415864
518,20100311385101428
519,20100311391452250
520,20100311405375370
521,20100311484793536
522,20100311493779720
523,20100311502155960
524,20100311531617050
525,20100311542086956
526,20100311553596364
527,20100312062605676
528,20100312065201840
529,20100312082302630
530,20100312083231956
531,20100312170174200
532,20100312222133784
533,20100312251488896
534,20100312291187364
535,20100312292122604
536,20100312314114188
537,20100312332553410
538,20100312395108190
539,20100312434316690
540,20100312452523944
541,20100312485905144
542,20100312493831456
543,20100312513057468
544,20100312513210304
545,20100312522053824
546,20100312572587092
547,20100313021943828
548,20100313033227130
549,20100313040275188
550,20100313054870250
551,20100313103742476
552,20100313141855656
553,20100313142799820
554,20100313211166360
555,20100313301803096
556,20100313320430384
557,20100313345568708
558,20100313374957910
559,20100313454174660
560,20100313491836636
561,20100313534893336
562,20100313544070730
563,20100314003437300
564,20100314095176020
565,20100314121222052
566,20100314220698840
567,20100314235959416
568,20100314320779596
569,20100314351931680
570,20100314432882260
571,20100314474416090
572,20100314484396524
573,20100314544372976
574,20100315045455576
575,20100315122209440
576,20100315131528052
577,20100315163317236
578,20100315235899370
579,20100315244740388
580,20100315250012880
581,20100315263811904
582,20100315291962556
583,20100315310300620
584,20100315345020628
585,20100315433072964
586,20100315514677108
587,20100315570332344
588,20100316021416084
589,20100316021973750
590,20100316051026470
591,20100316062871276
592,20100316075349150
593,20100316232856860
594,20100316260843110
595,20100316350363860
596,20100316371730996
597,20100316443228116
598,20100316454852148
599,20100316483372930
600,20100316573382416
601,20100317235835180
602,20100317270171490
603,20100317311324640
604,20100317395001440
605,20100317410702844
606,20100317593525716
607,20100318005728516
608,20100318050119016
609,20100318064351252
610,20100318092735270
611,20100318174525144
612,20100318304697600
613,20100318410139988
614,20100318464564692
615,20100318480867690
616,20100318530456290
617,20100319050256450
618,20100319162276044
619,20100319273837776
620,20100319383641508
621,20100319593860984
622,20100320035321064
623,20100320304107750
624,20100322020020320
625,20100323035561064
626,20100407284241852
627,20100407332087024
628,20100407414862830
629,20100407444509424
630,20100407480680416
631,20100408091709090
632,20100408125903884
633,20100408240771348
634,20100408274868504
635,20100408282583120
636,20100408285502776
637,20100408364569056
638,20100408563721010
639,20100408582523612
640,20100408584364452
641,20100409024349620
642,20100409035612680
643,20100409164317296
644,20100409200386804
645,20100409330679910
646,20100409343514788
647,20100409375697924
648,20100409434683164
649,20100409471043468
650,20100409495134156
651,20100409545623644
652,20100409553840530
653,20100409565071052
654,20100409570300600
655,20100410010710028
656,20100410030117090
657,20100410061676240
658,20100410065923504
659,20100410072927668
660,20100410084750544
661,20100410085610908
662,20100410101734496
663,20100410114264908
664,20100410114339228
665,20100410115353950
666,20100410125052450
667,20100410150892310
668,20100410152981944
669,20100410172658988
670,20100410200461640
671,20100410220442884
672,20100410224751384
673,20100410234081630
674,20100410260173130
675,20100410264099016
676,20100410270991776
677,20100410370032110
678,20100410392063460
679,20100410421322070
680,20100410473324556
681,20100410495858170
682,20100410530266410
683,20100410564400010
684,20100411032801676
685,20100411083178290
686,20100411093406960
687,20100411113010530
688,20100411130150412
689,20100411140929120
690,20100411153285710
691,20100411184609156
692,20100411223964490
693,20100411241365080
694,20100411320478890
695,20100411422776732
696,20100411424101956
697,20100411424291708
698,20100411440284068
699,20100411443529630
700,20100411474885130
701,20100411570065600
702,20100412005177230
703,20100412013046310
704,20100412034616628
705,20100412081450390
706,20100412084010332
707,20100412151668200
708,20100412214870590
709,20100412223669828
710,20100412261095500
711,20100412304970950
712,20100412400681664
713,20100412422811760
714,20100412494732080
715,20100412520587976
716,20100412521102324
717,20100412524074856
718,20100412543770852
719,20100413004892640
720,20100413005869268
721,20100413045963000
722,20100413245779876
723,20100413314811576
724,20100413373831344
725,20100413382965096
726,20100413475665850
727,20100413494435240
728,20100413524255244
729,20100414073367776
730,20100414094180130
731,20100414103587670
732,20100414175408640
733,20100414211746280
734,20100414245068820
735,20100414284707760
736,20100414472707724
737,20100414494470972
738,20100414552368788
739,20100414571855616
740,20100415021040896
741,20100415030878784
742,20100415112041604
743,20100415112324220
744,20100415131170224
745,20100415143631610
746,20100415244285670
747,20100415271490616
748,20100415324096010
749,20100415332057664
750,20100415392506628
751,20100415423744664
752,20100415441778560
753,20100415442546960
754,20100415444597908
755,20100416000559350
756,20100416081292176
757,20100416105590376
758,20100416132952770
759,20100416222245080
760,20100416225217944
761,20100416260389144
762,20100416332000028
763,20100416385795876
764,20100416472563148
765,20100416511801948
766,20100416535607520
767,20100417025183136
768,20100417112231504
769,20100417141366620
770,20100417144118170
771,20100417152534064
772,20100417182858356
773,20100417200214012
774,20100417454797600
775,20100417552409070
776,20100418033208880
777,20100418051509384
778,20100418072869680
779,20100418120152140
780,20100418120710804
781,20100418130727720
782,20100418225078530
783,20100418251368736
784,20100418334132156
785,20100418392198372
786,20100419033907510
787,20100419035375300
788,20100419111449244
789,20100419210321060
790,20100419220693270
791,20100419391581450
792,20100419410445064
793,20100419525946220
794,20100420164973504
795,20100421560994268
796,20100422125002504
797,20100422310354612
798,20100506283035824
799,20100507054888268
800,20100507072808210
801,20100507142168800
802,20100507154031370
803,20100507183976492
804,20100507315503576
805,20100507373799576
806,20100507463317250
807,20100507555370316
808,20100508001137316
809,20100508030691080
810,20100508035362776
811,20100508055549492
812,20100508135170490
813,20100508165431250
814,20100508191968176
815,20100508202180264
816,20100508233256220
817,20100508250138280
818,20100508322990690
819,20100508345422420
820,20100508361485424
821,20100508371368150
822,20100508390015636
823,20100508470526560
824,20100508511513570
825,20100508570448108
826,20100508594422990
827,20100509014063976
828,20100509054866028
829,20100509130592624
830,20100509131251970
831,20100509131965292
832,20100509183875548
833,20100509215927520
834,20100509235255910
835,20100509290616076
836,20100509292342960
837,20100509304946228
838,20100509332598600
839,20100509333113884
840,20100509333736170
841,20100509371445080
842,20100509484169880
843,20100509532950024
844,20100509563449628
845,20100510005356172
846,20100510013017716
847,20100510014768412
848,20100510014844344
849,20100510021345012
850,20100510025822616
851,20100510035511428
852,20100510055990428
853,20100510142089170
854,20100510223839770
855,20100510233150836
856,20100510240101590
857,20100510251841684
858,20100510283538170
859,20100510290887180
860,20100510311917324
861,20100510324596796
862,20100510351264404
863,20100510353004332
864,20100510390576044
865,20100510395187030
866,20100510425261790
867,20100510431059180
868,20100510491495200
869,20100510495385840
870,20100510520357204
871,20100510550261748
872,20100510555939336
873,20100510561241936
874,20100510570880430
875,20100510575924280
876,20100511021891500
877,20100511082645596
878,20100511092925684
879,20100511141611372
880,20100511155492030
881,20100511190852220
882,20100511284725720
883,20100511300816844
884,20100511342744780
885,20100511344106440
886,20100511345566180
887,20100511362544820
888,20100511440268440
889,20100511443656320
890,20100511451100864
891,20100511581459944
892,20100512013491220
893,20100512030729656
894,20100512071808868
895,20100512073082790
896,20100512073135416
897,20100512084890896
898,20100512095729096
899,20100512120805024
900,20100512140525430
901,20100512141763780
902,20100512192183730
903,20100512295052450
904,20100512331077890
905,20100512354389110
906,20100512452866950
907,20100512471961880
908,20100513014027970
909,20100513022529324
910,20100513031620256
911,20100513033741570
912,20100513074778260
913,20100513074810024
914,20100513081157940
915,20100513092057356
916,20100513093415870
917,20100513122015136
918,20100513134109200
919,20100513192280560
920,20100513202804550
921,20100513223989756
922,20100513232135900
923,20100513300682200
924,20100513320329236
925,20100513334503280
926,20100513402988748
927,20100513462329600
928,20100513464165060
929,20100513472801730
930,20100513530734440
931,20100513534668570
932,20100514031648520
933,20100514061346320
934,20100514065065504
935,20100514085437024
936,20100514105263976
937,20100514120911270
938,20100514122274452
939,20100514125402900
940,20100514140724530
941,20100514144222530
942,20100514152215336
943,20100514225940376
944,20100514234673260
945,20100514243502560
946,20100514250029070
947,20100514275123884
948,20100514351002520
949,20100514404877836
950,20100514422303776
951,20100514430627376
952,20100514443859924
953,20100514471206172
954,20100514485723960
955,20100515015539704
956,20100515032500000
957,20100515045883710
958,20100515092912600
959,20100515121046750
960,20100515154658244
961,20100515462490204
962,20100515512592470
963,20100515592048770
964,20100516081514708
965,20100516160755424
966,20100516473545560
967,20100516542118884
968,20100517243747264
969,20100517383962330
970,20100517393203860
971,20100517442262280
972,20100518184942360
973,20100518330749744
974,20100518364573828
975,20100518420278580
976,20100518473055440
977,20100519213984944
978,20100519375517480
979,20100519400476976
980,20100519432376732
981,20100519502871090
982,20100520261942670
983,20100520433318750
984,20100521151140356
985,20100522443500150
986,20100523474474980
987,20100600184042948
988,20100604595533590
989,20100607365777320
990,20100608204857428
991,20100608493414590
992,20100609044779332
993,20100609061243000
994,20100609061249830
995,20100609113522704
996,20100609232775810
997,20100609235995304
998,20100609324967290
999,20100609542718500
1000,20100610072169136
1001,20100610133372012
1002,20100610192179772
1003,20100610272208484
1004,20100610275447016
1005,20100610283023676
1006,20100610353861820
1007,20100610371904724
1008,20100610462349470
1009,20100610483916056
1010,20100610533703468
1011,20100611240654508
1012,20100611265483416
1013,20100612041329296
1014,20100612064097144
1015,20100612115128304
1016,20100612175524104
1017,20100612522842116
1018,20100613161387052
1019,20100613555614508
1020,20100614000789520
1021,20100614032720732
1022,20100614061649780
1023,20100614112968330
1024,20100614185402536
1025,20100614263865172
1026,20100615213551924
1027,20100615295712650
1028,20100615310955110
1029,20100615334446452
1030,20100615401847496
1031,20100616035632944
1032,20100617155232380
1033,20100617193546184
1034,20100617283639880
1035,20100617550306680
1036,20100618100195524
1037,20100618121384830
1038,20100619235922556
1039,20100619275446000
1040,20100619454729440
1041,20100620000105588
1042,20100622205173730
1043,20110000041006484
1044,20110007391145200
1045,20110007440067504
1046,20110008085781216
1047,20110008511422292
1048,20110008572486044
1049,20110008572969616
1050,20110009025804990
1051,20110009302108510
1052,20110009500311600
1053,20110009515769956
1054,20110010020700816
1055,20110010224958090
1056,20110010372790620
1057,20110010560315692
1058,20110011160796788
1059,20110011215523536
1060,20110011365718324
1061,20110011412619172
1062,20110011514883276
1063,20110012042862584
1064,20110012235136684
1065,20110012284788548
1066,20110012482851990
1067,20110013073014172
1068,20110013192967044
1069,20110013280585090
1070,20110013533134824
1071,20110013582300210
1072,20110014080531812
1073,20110014154523700
1074,20110014321475280
1075,20110014410950960
1076,20110014441279172
1077,20110014491280800
1078,20110014494239212
1079,20110015033062390
1080,20110015403670544
1081,20110015420406572
1082,20110015464877764
1083,20110016022688176
1084,20110016023982744
1085,20110016030094880
1086,20110016052057280
1087,20110016204239036
1088,20110017071525456
1089,20110017093792920
1090,20110017443167370
1091,20110017501997636
1092,20110018302648824
1093,20110018434210664
1094,20110018585913444
1095,20110019081554456
1096,20110019161588508
1097,20110019291859824
1098,20110020060372010
1099,20110021310604080
1100,20110021473964090
1101,20110022510624840
1102,20110107014904400
1103,20110107084349948
1104,20110107580811670
1105,20110108093254456
1106,20110108111176070
1107,20110108235819704
1108,20110108235820748
1109,20110108243655640
1110,20110108324909830
1111,20110108343661730
1112,20110108384322252
1113,20110108391585224
1114,20110108414769170
1115,20110108440901960
1116,20110108452691972
1117,20110108520759576
1118,20110108524611296
1119,20110108553252830
1120,20110108570003416
1121,20110108571294260
1122,20110108594007060
1123,20110109040901348
1124,20110109053633490
1125,20110109133386670
1126,20110109171149560
1127,20110109191233510
1128,20110109203714530
1129,20110109232674076
1130,20110109235211064
1131,20110109324158196
1132,20110109340799584
1133,20110109341071740
1134,20110109363230052
1135,20110109363887320
1136,20110109370902052
1137,20110109372797256
1138,20110109400964456
1139,20110109410622984
1140,20110109440304464
1141,20110109445366908
1142,20110109472831836
1143,20110109480670310
1144,20110109480723490
1145,20110109511249110
1146,20110109520787424
1147,20110110012071840
1148,20110110025819050
1149,20110110034137784
1150,20110110034888668
1151,20110110042587350
1152,20110110063858976
1153,20110110065400970
1154,20110110100064440
1155,20110110103754420
1156,20110110181433264
1157,20110110202381650
1158,20110110214748016
1159,20110110245337330
1160,20110110252657060
1161,20110110341124884
1162,20110110341143010
1163,20110110411253084
1164,20110110444409160
1165,20110110444416076
1166,20110110461396420
1167,20110110472295944
1168,20110110483146492
1169,20110110514182460
1170,20110110544868830
1171,20110110563846950
1172,20110111060357704
1173,20110111115402196
1174,20110111120051828
1175,20110111140877810
1176,20110111154390320
1177,20110111155975804
1178,20110111195137296
1179,20110111214481068
1180,20110111222994340
1181,20110111233749544
1182,20110111240024844
1183,20110111281581360
1184,20110111291969160
1185,20110111381753304
1186,20110111410451136
1187,20110111474392260
1188,20110111500313544
1189,20110111520393820
1190,20110111530068100
1191,20110111553831030
1192,20110111563964896
1193,20110111571934948
1194,20110112004991380
1195,20110112025220428
1196,20110112030537720
1197,20110112041803024
1198,20110112070481896
1199,20110112073570890
1200,20110112073696932
1201,20110112085549830
1202,20110112090516170
1203,20110112100407680
1204,20110112104023096
1205,20110112130838736
1206,20110112141088836
1207,20110112153323068
1208,20110112170904428
1209,20110112271100536
1210,20110112274394250
1211,20110112291137280
1212,20110112313706710
1213,20110112322060960
1214,20110112375581704
1215,20110112402567744
1216,20110112430268010
1217,20110112474943480
1218,20110112524231900
1219,20110112564538096
1220,20110112565104436
1221,20110113060595256
1222,20110113064493000
1223,20110113070773490
1224,20110113073797376
1225,20110113091259188
1226,20110113092130116
1227,20110113124254470
1228,20110113130416104
1229,20110113171458276
1230,20110113175417596
1231,20110113242155850
1232,20110113261667250
1233,20110113272712476
1234,20110113302899890
1235,20110113393148590
1236,20110113401424256
1237,20110113470334476
1238,20110113520805440
1239,20110113543551820
1240,20110113554785836
1241,20110113570785720
1242,20110114001794950
1243,20110114003348764
1244,20110114004003336
1245,20110114050543000
1246,20110114065917064
1247,20110114125281890
1248,20110114250213650
1249,20110114272832410
1250,20110114352397660
1251,20110114484036864
1252,20110114501401670
1253,20110114503907668
1254,20110114541598948
1255,20110114551031624
1256,20110115132802624
1257,20110115133751360
1258,20110115151017980
1259,20110115153197024
1260,20110115235168436
1261,20110115273188840
1262,20110115303703184
1263,20110115361224524
1264,20110115365894836
1265,20110115410186264
1266,20110115564781664
1267,20110116063410336
1268,20110116075932692
1269,20110116085429590
1270,20110116121545308
1271,20110116135926940
1272,20110116140610136
1273,20110116152879256
1274,20110116190565160
1275,20110116221023970
1276,20110116243266280
1277,20110116294117160
1278,20110116331789188
1279,20110116354554212
1280,20110116430724550
1281,20110116452884264
1282,20110116474364496
1283,20110116515370880
1284,20110116565626228
1285,20110117174698630
1286,20110117320512212
1287,20110117344387948
1288,20110117364936160
1289,20110117434427120
1290,20110117473763810
1291,20110118071604244
1292,20110118124395016
1293,20110118161246000
1294,20110118552557336
1295,20110119005511204
1296,20110119134916076
1297,20110119264365436
1298,20110119280922420
1299,20110119515377876
1300,20110120061536136
1301,20110120094212776
1302,20110120124166904
1303,20110120353552390
1304,20110120355341908
1305,20110120553216788
1306,20110204365341252
1307,20110206242546830
1308,20110206593219490
1309,20110207193676304
1310,20110207333380036
1311,20110207424190480
1312,20110207445282544
1313,20110207451400840
1314,20110207510440570
1315,20110207514686964
1316,20110208093727820
1317,20110208142396944
1318,20110208143294050
1319,20110208184667650
1320,20110208244692610
1321,20110208272740060
1322,20110208304642896
1323,20110208305127180
1324,20110208324495030
1325,20110208343365296
1326,20110208345622356
1327,20110208350285760
1328,20110208382018516
1329,20110208391374480
1330,20110208401029788
1331,20110208420576680
1332,20110208420836240
1333,20110208432509280
1334,20110208463872172
1335,20110208504079330
1336,20110208513597010
1337,20110208573780000
1338,20110208575138760
1339,20110209013038130
1340,20110209045938290
1341,20110209061408584
1342,20110209065122584
1343,20110209072400410
1344,20110209072911524
1345,20110209083204720
1346,20110209125867996
1347,20110209130717610
1348,20110209155526932
1349,20110209173182530
1350,20110209180065824
1351,20110209182381132
1352,20110209221398504
1353,20110209231176544
1354,20110209264814356
1355,20110209265142510
1356,20110209271469090
1357,20110209291854250
1358,20110209295868360
1359,20110209301297960
1360,20110209302264890
1361,20110209314330530
1362,20110209320865800
1363,20110209363791824
1364,20110209373520080
1365,20110209401417610
1366,20110209411889930
1367,20110209444361564
1368,20110209454410744
1369,20110209492231144
1370,20110209504710596
1371,20110209525083620
1372,20110209541093830
1373,20110209542430704
1374,20110209554026572
1375,20110209562149772
1376,20110209583948336
1377,20110210030228970
1378,20110210053607336
1379,20110210103664464
1380,20110210111914652
1381,20110210112648310
1382,20110210113576332
1383,20110210145370240
1384,20110210172544770
1385,20110210180909070
1386,20110210221634304
1387,20110210224824796
1388,20110210250195824
1389,20110210280125184
1390,20110210295208216
1391,20110210304644850
1392,20110210321880150
1393,20110210365067124
1394,20110210365841476
1395,20110210374407852
1396,20110210385488504
1397,20110210423926404
1398,20110210460016190
1399,20110210475691972
1400,20110210505581424
1401,20110210531946796
1402,20110210563561736
1403,20110210580822244
1404,20110210585100308
1405,20110211005302376
1406,20110211012721348
1407,20110211034686156
1408,20110211051316160
1409,20110211061218016
1410,20110211063661120
1411,20110211075196492
1412,20110211082597492
1413,20110211083037590
1414,20110211101005350
1415,20110211103189784
1416,20110211104057176
1417,20110211155872290
1418,20110211161298104
1419,20110211213211444
1420,20110211214152348
1421,20110211230786044
1422,20110211233670856
1423,20110211241442724
1424,20110211251003772
1425,20110211252796264
1426,20110211253910884
1427,20110211254475676
1428,20110211300113360
1429,20110211302515696
1430,20110211304455084
1431,20110211310637800
1432,20110211330379910
1433,20110211332976956
1434,20110211351707216
1435,20110211355117070
1436,20110211361275270
1437,20110211363009680
1438,20110211363463970
1439,20110211374884788
1440,20110211400100050
1441,20110211405742668
1442,20110211431500070
1443,20110211452260456
1444,20110211523883468
1445,20110212004714900
1446,20110212005012924
1447,20110212021376836
1448,20110212040122604
1449,20110212054050536
1450,20110212094853096
1451,20110212102596650
1452,20110212102765852
1453,20110212112784890
1454,20110212122599456
1455,20110212134237450
1456,20110212174595004
1457,20110212221325084
1458,20110212223221540
1459,20110212231250750
1460,20110212242980864
1461,20110212264471410
1462,20110212282713250
1463,20110212324927452
1464,20110212340059464
1465,20110212344295560
1466,20110212352824036
1467,20110212364617990
1468,20110212365541428
1469,20110212371392904
1470,20110212373016324
1471,20110212404116830
1472,20110212420528790
1473,20110212420906190
1474,20110212463587596
1475,20110212465004590
1476,20110212473114690
1477,20110212493241092
1478,20110212503927924
1479,20110212523818216
1480,20110212533793172
1481,20110212580962480
1482,20110212591362720
1483,20110213003985070
1484,20110213010055016
1485,20110213024236236
1486,20110213032973376
1487,20110213040765310
1488,20110213044456676
1489,20110213060828852
1490,20110213092725730
1491,20110213092874870
1492,20110213094113150
1493,20110213145386064
1494,20110213201180496
1495,20110213202436068
1496,20110213233737440
1497,20110213234726424
1498,20110213251199280
